symbol,model_name,prediction_col,forecast_col,model_role,min_weight,max_weight,role_multiplier,recent_mape,directional_accuracy,observation_count,naive_recent_mape,skill_vs_naive_multiplier,direction_multiplier,price_accuracy_score,raw_score,final_weight,final_weight_pct
AIV,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.235554,0.460674,90,1.184765504042264,1.1,0.9764044943820225,0.6731494515093892,0.7591424031,0.2593081479366788,25.9308
AIV,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.236847,0.438202,90,1.184765504042264,1.1,0.9629213483146066,0.6725643575812574,0.7978759441,0.3104978550577929,31.0498
AIZ,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.141703,0.0,90,1.1417027240543287,0.85,0.7,0.7185442571289833,0.363403758,0.15650113431958884,15.6501
AIZ,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,3.678309,0.595506,90,1.1417027240543287,0.75,1.0573033707865167,0.25456243876850293,0.1917691788,0.08620094623190283,8.6201
AIZ,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.14071,0.539326,90,1.1417027240543287,1.1,1.0235955056179775,0.7190571096881292,0.7691446889,0.2,20.0
AIZ,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,5.013572,0.561798,90,1.1417027240543287,0.75,1.0370786516853931,0.18998505433821625,0.1182176664,0.034645529357203955,3.4646
AIZ,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.264519,0.494382,90,1.1417027240543287,0.95,0.996629213483146,0.6602755183999729,0.6564047459,0.23236963973214367,23.237
AIZ,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.217874,0.483146,90,1.1417027240543287,0.95,0.9898876404494381,0.6812575050562214,0.7175279608,0.2902827503591606,29.0283
AJG,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.536707,0.0,90,1.536706726979922,0.85,0.7,0.5596889432941825,0.2830626831,0.14915104138301122,14.9151
AJG,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,5.047453,0.550562,90,1.536706726979922,0.75,1.0303370786516854,0.18876994468955677,0.1385788798,0.07854133400035496,7.8541
AJG,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.537863,0.449438,90,1.536706726979922,1.1,0.9696629213483146,0.5593268677641615,0.5667646582,0.2,20.0
AJG,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,4.513429,0.58427,90,1.536706726979922,0.75,1.050561797752809,0.2099328175579945,0.1323284389,0.04635193301501109,4.6352
AJG,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.65963,0.460674,90,1.536706726979922,0.95,0.9764044943820225,0.5236616777366607,0.5100273516,0.21865210101215465,21.8652
AJG,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.590941,0.449438,90,1.536706726979922,1.1,0.9696629213483146,0.5432004713723595,0.6489207105,0.30730359058946805,30.7304
AKAM,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,3.037623,0.0,90,3.037622817165174,0.85,0.7,0.3041711460264996,0.1538345571,0.14249542614418675,14.2495
AKAM,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,9.495696,0.516854,90,3.037622817165174,0.75,1.0101123595505617,0.10260940217508066,0.0738485056,0.07440256545891683,7.4403
AKAM,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,3.037193,0.561798,90,3.037622817165174,1.1,1.0370786516853931,0.3042109057697069,0.3296877146,0.2,20.0
AKAM,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,13.573351,0.460674,90,3.037622817165174,0.75,0.9764044943820225,0.07234136005176614,0.0423806575,0.02548203111825785,2.5482
AKAM,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,3.130524,0.561798,90,3.037622817165174,1.1,1.0370786516853931,0.2958121223606868,0.3543314047,0.25304728206406246,25.3047
AKAM,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,3.126358,0.539326,90,3.037622817165174,1.1,1.0235955056179775,0.29617713036564897,0.373499994,0.30457269521457614,30.4573
ALB,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,3.121133,0.0,90,3.1211327017202866,0.85,0.7,0.2966362016807291,0.150023759,0.15282363877855726,15.2824
ALB,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,6.769476,0.550562,90,3.1211327017202866,0.75,1.0303370786516854,0.1424607855819744,0.1045826236,0.10167908593320797,10.1679
ALB,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,3.123257,0.505618,90,3.1211327017202866,1.1,1.003370786516854,0.2964494091986214,0.3108338673,0.2,20.0
ALB,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,10.339612,0.52809,90,3.1211327017202866,0.75,1.0168539325842696,0.09443216778050548,0.0576142327,0.03948777907809281,3.9488
ALB,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,3.333481,0.460674,90,3.1211327017202866,0.95,0.9764044943820225,0.2790582359325261,0.2717925315,0.22628180806026876,22.6282
ALB,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,3.290439,0.449438,90,3.1211327017202866,0.95,0.9696629213483146,0.282450879996302,0.2914106027,0.27972768814987314,27.9728
ALGN,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,2.047064,0.0,90,2.0470643094799406,0.85,0.7,0.4353382688821637,0.2201723295,0.14442375386575598,14.4424
ALGN,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,5.487618,0.483146,90,2.0470643094799406,0.75,0.9898876404494381,0.17428835906209383,0.1229246984,0.08271784830558934,8.2718
ALGN,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,2.044144,0.505618,90,2.0470643094799406,1.1,1.003370786516854,0.4358923666044874,0.4570429417,0.2,20.0
ALGN,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,12.554299,0.494382,90,2.0470643094799406,0.75,0.996629213483146,0.07809877053329022,0.0467013098,0.020028461284610912,2.0028
ALGN,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,2.128837,0.494382,90,2.0470643094799406,1.1,0.996629213483146,0.42037346791129065,0.4838947329,0.2475245207328055,24.7525
ALGN,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,2.087175,0.494382,90,2.0470643094799406,1.1,0.996629213483146,0.4278669936629027,0.5253552863,0.30530541581123827,30.5305
ALK,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,2.964632,0.0,90,2.9646319455268713,0.85,0.7,0.3110776029559123,0.1573274977,0.14632011264365113,14.632
ALK,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,10.13228,0.505618,90,2.9646319455268713,0.75,1.003370786516854,0.09631795868846996,0.068857871,0.07215663497034838,7.2157
ALK,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,2.965545,0.52809,90,2.9646319455268713,1.1,1.0168539325842696,0.3109892962493973,0.3304610699,0.2,20.0
ALK,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,15.042085,0.438202,90,2.9646319455268713,0.75,0.9629213483146066,0.0653933065975551,0.0377811666,0.023130643235969053,2.3131
ALK,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,3.052341,0.449438,90,2.9646319455268713,1.1,0.9696629213483146,0.30281552622328956,0.3391414809,0.24763150828988809,24.7632
ALK,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,3.007572,0.494382,90,2.9646319455268713,1.1,0.996629213483146,0.30697706855662205,0.3769209313,0.3107611008601433,31.0761
ALL,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.119212,0.0,90,1.1192124342045813,0.85,0.7,0.7303468585434894,0.3693729237,0.13683082985351025,13.6831
ALL,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,2.455286,0.539326,90,1.1192124342045813,0.75,1.0235955056179775,0.3696467336476343,0.2695877239,0.09337369167507527,9.3374
ALL,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.110813,0.58427,90,1.1192124342045813,1.1,1.050561797752809,0.7348545605678769,0.806750584,0.2,20.0
ALL,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,2.614134,0.58427,90,1.1192124342045813,0.75,1.050561797752809,0.3491456199019248,0.2200794301,0.05173546386419693,5.1735
ALL,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.158937,0.483146,90,1.1192124342045813,1.1,0.9898876404494381,0.7097547115622798,0.8114769163,0.23075901217535458,23.0759
ALL,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.151779,0.505618,90,1.1192124342045813,1.1,1.003370786516854,0.7133790439715427,0.8818455091,0.28730100243186296,28.7301
ALLE,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.321059,0.0,90,1.3210593409588691,0.85,0.7,0.6365131945873331,0.3219165482,0.14328003846729626,14.328
ALLE,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,5.615381,0.41573,90,1.3210593409588691,0.75,0.949438202247191,0.17049189743860715,0.1153334584,0.06341956013200223,6.342
ALLE,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.325502,0.449438,90,1.3210593409588691,1.1,0.9696629213483146,0.634718322727335,0.6431586501,0.2,20.0
ALLE,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,13.986675,0.47191,90,1.3210593409588691,0.75,0.9831460674157303,0.07024111786929677,0.0414343673,0.012006215263042382,1.2006
ALLE,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.361862,0.595506,90,1.3210593409588691,1.1,1.0573033707865167,0.6204003850231481,0.7576238882,0.25953262680931327,25.9533
ALLE,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.331145,0.617978,90,1.3210593409588691,1.1,1.0707865168539326,0.6324529636950038,0.8343376347,0.32176155932834577,32.1762
AMAT,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,2.567757,0.0,90,2.5677569367254116,0.85,0.7,0.3548922147849012,0.1794867376,0.1529236388763352,15.2924
AMAT,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,7.508956,0.505618,90,2.5677569367254116,0.75,1.003370786516854,0.12888332279780298,0.0921389047,0.08283549903376675,8.2835
AMAT,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,2.548842,0.595506,90,2.5677569367254116,1.1,1.0573033707865167,0.3572906614332286,0.3947640286,0.2,20.0
AMAT,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,11.137013,0.404494,90,2.5677569367254116,0.75,0.9426966292134831,0.08781934505132268,0.0496722003,0.028483684516919763,2.8484
AMAT,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,2.755263,0.382022,90,2.5677569367254116,0.95,0.9292134831460673,0.33274963030041244,0.3084224544,0.2168596484370888,21.686
AMAT,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,2.657367,0.47191,90,2.5677569367254116,1.1,0.9831460674157303,0.34395381850634277,0.4166092319,0.3188975291358895,31.8898
AMCR,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.850488,0.0,90,1.8504878393035231,0.85,0.7,0.4760798807250313,0.2407773997,0.15143687612519974,15.1437
AMCR,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,6.772479,0.47191,90,1.8504878393035231,0.75,0.9831460674157303,0.14239985078791187,0.0997498955,0.07202353628168424,7.2024
AMCR,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.847465,0.561798,90,1.8504878393035231,1.1,1.0370786516853931,0.4767659672537745,0.5166937778,0.2,20.0
AMCR,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,7.76196,0.47191,90,1.8504878393035231,0.75,0.9831460674157303,0.12481340279848474,0.0736258837,0.031017776800487576,3.1018
AMCR,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.966461,0.449438,90,1.8504878393035231,0.95,0.9696629213483146,0.4511696186435663,0.4363887443,0.22384578892616305,22.3846
AMCR,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.919337,0.516854,90,1.8504878393035231,1.1,1.0101123595505617,0.4609703843305109,0.5736584794,0.3216760218664654,32.1676
AMD,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,3.252581,0.0,90,3.2525807180686184,0.85,0.7,0.2855037700748312,0.1443935317,0.14039711495833562,14.0397
AMD,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,14.319313,0.382022,90,3.2525807180686184,0.75,0.9292134831460673,0.06863741757709323,0.0454424049,0.05844907419849876,5.8449
AMD,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,3.238583,0.595506,90,3.2525807180686184,1.1,1.0573033707865167,0.2866493464726529,0.3167137097,0.2,20.0
AMD,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,19.433668,0.494382,90,3.2525807180686184,0.75,0.996629213483146,0.05080353955231033,0.030379375,0.01901891186943711,1.9019
AMD,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,3.230536,0.606742,90,3.2525807180686184,1.1,1.0640449438202246,0.28731205156241013,0.3530984408,0.2610561648160252,26.1056
AMD,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,3.197365,0.629213,90,3.2525807180686184,1.1,1.0775280898876405,0.2900766444147157,0.3850809825,0.32107873415770327,32.1079
AME,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.202743,0.0,90,1.2027425086614636,0.85,0.7,0.6883532312421875,0.3481346467,0.14285056891670306,14.2851
AME,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,4.624709,0.449438,90,1.2027425086614636,0.75,0.9696629213483146,0.20514046285367998,0.1417284341,0.06780021857342444,6.78
AME,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.205936,0.505618,90,1.2027425086614636,1.1,1.003370786516854,0.6868432015466117,0.7201705315,0.2,20.0
AME,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,5.260301,0.449438,90,1.2027425086614636,0.75,0.9696629213483146,0.1814782952435101,0.1055836644,0.028160090920850374,2.816
AME,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.262099,0.561798,90,1.2027425086614636,1.1,1.0370786516853931,0.6613324322481837,0.792161078,0.2512763192613495,25.1276
AME,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.22253,0.550562,90,1.2027425086614636,1.1,1.0303370786516854,0.6791032295798712,0.8620368528,0.30991280232767254,30.9913
AMGN,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.244268,0.0,90,1.2442678150191877,0.85,0.7,0.6692240774704494,0.3384600772,0.14208568468369076,14.2086
AMGN,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,4.251966,0.438202,90,1.2442678150191877,0.75,0.9629213483146066,0.2221251594237451,0.1523959538,0.07146275055052094,7.1463
AMGN,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.243206,0.52809,90,1.2442678150191877,1.1,1.0168539325842696,0.6697000434189908,0.7116315433,0.2,20.0
AMGN,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,7.317765,0.449438,90,1.2442678150191877,0.75,0.9696629213483146,0.13213940280627035,0.0768784076,0.02091650176631866,2.0917
AMGN,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.274609,0.58427,90,1.2442678150191877,1.1,1.050561797752809,0.6559056774176699,0.795875212,0.2565357711634035,25.6536
AMGN,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.258136,0.550562,90,1.2442678150191877,1.1,1.0303370786516854,0.6630700777999485,0.8416847663,0.30899929183606606,30.8999
